image_path,label,pred_base,cer_base,pred_finetuned,cer_finetuned
POP-BBU_WISMA_BUMI_PUTERA/page2_0013.png,Pop Wisma Bumiputera (BDGBBU),""" Pop Woman Bumpugera ( B.C.B.RY )",0.5172413793103449,Pop SBria Beripungsi dengan (BDGBBU),0.5172413793103449
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0014.png,Saasa.09.09.2025,"salada, 09,009.2025",0.375,"Selasa, 09 Sept 2025",0.625
POP-CILEUNYI/page2_0014.png,"sabtu, 25 okt 2025/12:00",""" sabre, as older acres 1 12.00",0.7916666666666666,"Selasa, 25 Okt 2025/12:00",0.20833333333333334
POP-BBU_WISMA_BUMI_PUTERA/page2_0015.png,"Senin, 08 Des 2025/15:15",""" seen in, or has apart, it, it",0.875,"Senin, 08: 2025 / 13:15",0.2916666666666667
POP-BBU_WISMA_BUMI_PUTERA/page2_0017.png,Delta,idelita,0.4,Delta,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0019.png,Panasonic,parasonic,0.1111111111111111,pan Regional ODC,1.0
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0022.png,1 PK,i-ndoork,1.0,OK,0.75
POP-PADALARANG/page2_0024.png,dibersihkan,dibershikan.,0.2727272727272727,dibersihkan,0.0
POP-WISMA-BUMI-PUTERA/page2_0024.png,dibersihkan,idibershikan.,0.36363636363636365,dibersihkan,0.0
POP-CILEUNYI/page2_0026.png,dibersihkan,jebibersilskaan.,0.6363636363636364,dibersihkan,0.0
POP-PADALARANG/page2_0026.png,ok,ok,0.0,ok,0.0
POP-WISMA-BUMI-PUTERA/page2_0026.png,ok,ok,0.0,ok,0.0
POP-BBU_WISMA_BUMI_PUTERA/page2_0027.png,dibersihkan,felliborsichtsen.,0.9090909090909091,dibersihkan,0.0
POP-CILEUNYI/page2_0027.png,ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0029.png,Ok,ok,0.0,ok,0.0
POP-BBU_WISMA_BUMI_PUTERA/page2_0030.png,ok,ok,0.0,ok,0.0
POP-PADALARANG/page2_0030.png,Standar,of aender.,0.8571428571428571,Standar,0.0
POP-WISMA-BUMI-PUTERA/page2_0030.png,Standar,standar,0.0,Standar,0.0
POP-CILEUNYI/page2_0031.png,standar,stanolar,0.2857142857142857,Standar,0.0
POP-PADALARANG/page2_0031.png,ok,ook,0.5,ok,0.0
POP-WISMA-BUMI-PUTERA/page2_0031.png,ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0032.png,Clean,clean.,0.2,Curn,0.6
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0033.png,ok,ok,0.0,ok,0.0
POP-BBU_WISMA_BUMI_PUTERA/page2_0033.png,ok,ok,0.0,ok,0.0
POP-CILEUNYI/page2_0034.png,standar,standar.,0.14285714285714285,standar,0.0
POP-BBU_WISMA_BUMI_PUTERA/page2_0035.png,Terkoneksi,terkoneka,0.2,Terkoneksi,0.0
POP-PADALARANG/page2_0035.png,Standar,standar,0.0,standar,0.0
POP-WISMA-BUMI-PUTERA/page2_0035.png,standar,standar.,0.14285714285714285,Standar,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0036.png,Clean,clean.,0.2,Cian,0.4
POP-CILEUNYI/page2_0036.png,ok,ole,1.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0037.png,OK,ok,0.0,ok,0.0
POP-BBU_WISMA_BUMI_PUTERA/page2_0037.png,ok,ok,0.0,ok,0.0
POP-WISMA-BUMI-PUTERA/page2_0037.png,ok,ole,1.0,ok,0.0
POP-BBU_WISMA_BUMI_PUTERA/page2_0039.png,ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0040.png,Normal,normal,0.0,Normal,0.0
POP-BBU_WISMA_BUMI_PUTERA/page2_0040.png,2,2,0.0,2,0.0
POP-CILEUNYI/page2_0040.png,Standar,standar,0.0,Standar,0.0
POP-PADALARANG/page2_0040.png,standar,effamiliar,1.0,Standar,0.0
POP-CILEUNYI/page2_0041.png,ok,ok,0.0,ok,0.0
POP-PADALARANG/page2_0041.png,ok,ole,1.0,ok,0.0
POP-WISMA-BUMI-PUTERA/page2_0041.png,standar,standar,0.0,standar,0.0
POP-BBU_WISMA_BUMI_PUTERA/page2_0042.png,Normal,phormal,0.3333333333333333,Normal,0.0
POP-WISMA-BUMI-PUTERA/page2_0042.png,Ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0043.png,OK,ok,0.0,OK,0.0
POP-BBU_WISMA_BUMI_PUTERA/page2_0044.png,ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0045.png,Normal,normal,0.0,Normal,0.0
POP-CILEUNYI/page2_0045.png,standar,standar,0.0,standar,0.0
POP-PADALARANG/page2_0045.png,Standar,standar,0.0,Standar,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0046.png,OK,ok,0.0,OK,0.0
POP-CILEUNYI/page2_0046.png,ok,cule.,1.0,Ok,0.0
POP-PADALARANG/page2_0046.png,ok,ole,1.0,ok,0.0
POP-WISMA-BUMI-PUTERA/page2_0046.png,standar,standar,0.0,standar,0.0
POP-WISMA-BUMI-PUTERA/page2_0047.png,ok,ok,0.0,ok,0.0
POP-BBU_WISMA_BUMI_PUTERA/page2_0048.png,226,226,0.0,226,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0050.png,ok,ok,0.0,OK,0.0
POP-BBU_WISMA_BUMI_PUTERA/page2_0051.png,33A,33a,0.0,3A,0.3333333333333333
POP-PADALARANG/page2_0051.png,Standar,standar,0.0,Standar,0.0
POP-CILEUNYI/page2_0052.png,standar,standar,0.0,standar,0.0
POP-BBU_WISMA_BUMI_PUTERA/page2_0053.png,OK,ok,0.0,ok,0.0
POP-CILEUNYI/page2_0053.png,ok,ok,0.0,ok,0.0
POP-PADALARANG/page2_0053.png,ok,ok,0.0,ok,0.0
POP-WISMA-BUMI-PUTERA/page2_0053.png,standar,standar,0.0,Standar,0.0
POP-WISMA-BUMI-PUTERA/page2_0054.png,Ok,ole,1.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0056.png,"2,90","2, 190",0.5,210.10,1.0
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0057.png,Ok,ok,0.0,OK,0.0
POP-PADALARANG/page2_0057.png,29°C,2goc.,0.75,29°C,0.0
POP-BBU_WISMA_BUMI_PUTERA/page2_0058.png,33A,33a.,0.3333333333333333,3A,0.3333333333333333
POP-CILEUNYI/page2_0058.png,Nok,riok,0.6666666666666666,Nok,0.0
POP-WISMA-BUMI-PUTERA/page2_0058.png,20°C,200c.,0.5,20°C,0.0
POP-PADALARANG/page2_0059.png,Nok,abijk,1.0,NOK,0.0
POP-WISMA-BUMI-PUTERA/page2_0060.png,ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0062.png,1,1',1.0,1,0.0
POP-BBU_WISMA_BUMI_PUTERA/page2_0062.png,54.01,"54,01",0.2,54.01,0.0
POP-CILEUNYI/page2_0064.png,Shelter dibersihkan,shalter dibersinkan,0.10526315789473684,shelter dibersihkan,0.0
POP-CILEUNYI/page2_0065.png,Back up Genset 08:30 - 13:30,Book up Genset 08.30 -13.30,0.17857142857142858,BackV Backup Cirebon - 13:30,0.5714285714285714
POP-PADALARANG/page2_0065.png,Pop dibersihkan,pop diborcitizen.,0.4666666666666667,Pop dibersihkan,0.0
POP-WISMA-BUMI-PUTERA/page2_0067.png,Pop dibersihkan,pop diberschikan.,0.2,Pop dibersihkan,0.0
POP-WISMA-BUMI-PUTERA/page2_0068.png,Pendampingan Pemasangan,pardampangan by pornography,0.6086956521739131,"Popdulersihkan, Pemasangan",0.43478260869565216
POP-WISMA-BUMI-PUTERA/page2_0069.png,DWDM Nokia NG Phase 2,a DWDM Nokia NG phase 2,0.09523809523809523,DWDM Nokia NG Phase 2,0.0
POP-BBU_WISMA_BUMI_PUTERA/page2_0071.png,ok,ok,0.0,ok,0.0
POP-CILEUNYI/page2_0074.png,M.Firdaus,im.findians.,0.5555555555555556,M.Firdaus,0.0
POP-PADALARANG/page2_0074.png,M.Firdaus,im-firdans.,0.4444444444444444,M.Firdaus,0.0
POP-CILEUNYI/page2_0075.png,PT.lintasarta,jor. Minnesota,0.6923076923076923,PT.lintasarta,0.0
POP-PADALARANG/page2_0075.png,Pt.lintasarta,pilintasarta,0.15384615384615385,PT.lintasarta,0.0
POP-WISMA-BUMI-PUTERA/page2_0078.png,M.Firdaus,jim-pirdans.,0.6666666666666666,M.Firdaus,0.0
POP-CILEUNYI/page2_0079.png,Fendi Adi,""" Fendi Adi",0.2222222222222222,Fendi Adi,0.0
POP-WISMA-BUMI-PUTERA/page2_0079.png,Pt. lintasarta,per-linkataea,0.5,PT.lintasarta,0.07142857142857142
POP-CILEUNYI/page2_0080.png,Deni,premi,0.75,DENI,0.0
POP-PADALARANG/page2_0080.png,Fendi Adi,""" Fiendi Adi",0.3333333333333333,Fendi Adi,0.0
POP-PADALARANG/page2_0081.png,Deni R,densi 12,0.5,DENI R,0.0
POP-BBU_WISMA_BUMI_PUTERA/page2_0082.png,Rectifier berfungsi dengan baik,"Rectifier her pumps, dengan back",0.22580645161290322,Rectifier berfungsi dengan baik,0.0
POP-WISMA-BUMI-PUTERA/page2_0083.png,Fendi,fendi I,0.4,fendi,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0086.png,130,130,0.0,13,0.3333333333333333
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0087.png,AC,ac.,0.5,AC,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0088.png,AC 2 130,AC 2 130,0.0,AC 2 PKC,0.375
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0089.png,PSi. Tgl Produksi:04/2020 (R32),"psi. "" griaduresi, on 1.0030 ( 2.32 )",0.6774193548387096,PSi. 21 FebakWari 2025 (14:30),0.6129032258064516
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0090.png,Tekanan Freon,Tekanan Green,0.15384615384615385,EATON APR48,0.6923076923076923
POP-BBU_WISMA_BUMI_PUTERA/page2_0091.png,Pt. lintasarta,tort- lentasarfa.,0.5,PT.lintasarta,0.07142857142857142
POP-BBU_WISMA_BUMI_PUTERA/page2_0092.png,M.Firdaus,jm-firdans.,0.4444444444444444,M.Firdaus,0.0
POP-BBU_WISMA_BUMI_PUTERA/page2_0096.png,Fendi Adi,Fiemoli Adi,0.4444444444444444,Fendi Adi,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0097.png,Adi,fadi,0.3333333333333333,Ada,0.3333333333333333
POP-BBU_WISMA_BUMI_PUTERA/page2_0097.png,Purnomo,purposes,0.5714285714285714,Purnomo,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0098.png,IMS,ims.,0.3333333333333333,1.5,1.0
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0100.png,Suyitno,lsuyitno,0.14285714285714285,54.lintas,1.0
FORM_PM_POP_GRAND_MALL_BEKASI/page2_0101.png,IMS,ims.,0.3333333333333333,1°C,1.0
POP-CILEUNYI/page3_0009.png,1,1.,1.0,1,0.0
POP-BBU_WISMA_BUMI_PUTERA/page3_0010.png,2,2,0.0,2,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page3_0011.png,Bekasi,bookasi,0.3333333333333333,BerJungsi,0.8333333333333334
FORM_PM_POP_GRAND_MALL_BEKASI/page3_0012.png,Grandmall,groundmall. R.,0.6666666666666666,Grondingandral,0.8888888888888888
POP-CILEUNYI/page3_0012.png,Pop cileunyi,paper-culgany.,0.6666666666666666,Pop cikalongur,0.5833333333333334
POP-PADALARANG/page3_0012.png,Pop Padalarang,Pop Padalarang,0.0,Pop Padalarang,0.0
POP-WISMA-BUMI-PUTERA/page3_0012.png,Pop Wismabumi putera,""" Pop wismabumi putera",0.1,Pop dismabumi putera,0.05
POP-BBU_WISMA_BUMI_PUTERA/page3_0013.png,Pop Wisma bumi putera,""" Pop woman born, Putera",0.42857142857142855,Pop Wisma BumiPutera,0.047619047619047616
POP-PADALARANG/page3_0013.png,(BDGBBP),credibly,0.875,(BDGBBP),0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page3_0014.png,Selasa. 09.09.2025,"' Sedasa, on October",0.7777777777777778,"Selasa, 09: 2025",0.2777777777777778
POP-BBU_WISMA_BUMI_PUTERA/page3_0014.png,(BDGBBU),"crubby,",0.75,(BDGBBU),0.0
POP-CILEUNYI/page3_0014.png,"Sabtu, 25 Okt 2025",is about the bike 2025,0.5555555555555556,"Selasa, 25 Okt 2025",0.2777777777777778
POP-PADALARANG/page3_0015.png,"Rabu, 15 Okt 2025",rubbles out so,0.6470588235294118,"Rabu, 15 Okt 2025",0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page3_0016.png,"22,2°C","22,",0.5,"22,2",0.3333333333333333
POP-BBU_WISMA_BUMI_PUTERA/page3_0017.png,"Senin, 08 Des 2025 / 15:20",""" Seminions, and has so easily is, 20",0.9230769230769231,"Senin, 08 Sept 2025/15:20",0.19230769230769232
POP-CILEUNYI/page3_0017.png,EATON APR48,gation apart.,0.45454545454545453,EATON APR48,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page3_0018.png,Bank: 1,Bank : I,0.2857142857142857,Bank: 1,0.0
POP-BBU_WISMA_BUMI_PUTERA/page3_0020.png,Delta,idella,0.4,A,0.8
FORM_PM_POP_GRAND_MALL_BEKASI/page3_0021.png,G-Power80Ah,"G. Power Boat,",0.6363636363636364,G-L08 Baik,0.8181818181818182
POP-WISMA-BUMI-PUTERA/page3_0026.png,dibersihran,jotibersimken.,0.6363636363636364,dibersihkan,0.09090909090909091
POP-PADALARANG/page3_0027.png,Normal,phnormal,0.3333333333333333,Normal,0.0
POP-CILEUNYI/page3_0028.png,dibersihkan,fetuber-unknown.,1.0,dibersihkan,0.0
POP-WISMA-BUMI-PUTERA/page3_0028.png,ok,ok,0.0,ok,0.0
POP-WISMA-BUMI-PUTERA/page3_0030.png,berFungsi,berfungsi,0.0,berfungsi,0.0
POP-BBU_WISMA_BUMI_PUTERA/page3_0031.png,dibersihkan,jobberstikan.,0.5454545454545454,dibersihkan,0.0
POP-CILEUNYI/page3_0031.png,Ok,ok,0.0,Ok,0.0
POP-PADALARANG/page3_0032.png,Normal,agorimac,0.6666666666666666,Normal,0.0
POP-CILEUNYI/page3_0033.png,berfungsi,discrepurgist.,1.0,berfungsi,0.0
POP-WISMA-BUMI-PUTERA/page3_0033.png,OK,ok,0.0,OK,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page3_0034.png,"12,",12i,0.3333333333333333,12,0.3333333333333333
POP-BBU_WISMA_BUMI_PUTERA/page3_0034.png,berfungsi,jhorquings.,0.6666666666666666,berfungsi,0.0
POP-CILEUNYI/page3_0035.png,ok,ok,0.0,ok,0.0
POP-WISMA-BUMI-PUTERA/page3_0035.png,standar,isfamiliar,0.8571428571428571,standar,0.0
POP-BBU_WISMA_BUMI_PUTERA/page3_0036.png,Terkoneksi,fire-tobonetics.,1.0,Terkoneksi,0.0
POP-CILEUNYI/page3_0037.png,Terkoneksi,trembones.,0.5,Terkoneksi,0.0
POP-WISMA-BUMI-PUTERA/page3_0037.png,ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page3_0039.png,"12,",pl2 ;,1.0,"1,2",0.6666666666666666
POP-BBU_WISMA_BUMI_PUTERA/page3_0039.png,ok,ok,0.0,ok,0.0
POP-CILEUNYI/page3_0039.png,ok,ok,0.0,ok,0.0
POP-WISMA-BUMI-PUTERA/page3_0040.png,Normal,cultural,1.0,Normal,0.0
POP-CILEUNYI/page3_0041.png,3,3,0.0,3,0.0
POP-CILEUNYI/page3_0042.png,OK,ok,0.0,ok,0.0
POP-WISMA-BUMI-PUTERA/page3_0042.png,oK,ok,0.0,Ok,0.0
POP-BBU_WISMA_BUMI_PUTERA/page3_0043.png,ok,ok,0.0,ok,0.0
POP-PADALARANG/page3_0043.png,Normal,arformal,0.5,Normal,0.0
POP-BBU_WISMA_BUMI_PUTERA/page3_0044.png,Normal,phnormal,0.3333333333333333,Normal,0.0
POP-PADALARANG/page3_0044.png,ok,od,0.5,ok,0.0
POP-CILEUNYI/page3_0045.png,ok,ok,0.0,ok,0.0
POP-WISMA-BUMI-PUTERA/page3_0045.png,226 VAC,226 Vac.,0.14285714285714285,226VAC,0.14285714285714285
FORM_PM_POP_GRAND_MALL_BEKASI/page3_0046.png,"12,6",12 lb.,1.0,"12,6",0.0
POP-WISMA-BUMI-PUTERA/page3_0046.png,ok,ok,0.0,ok,0.0
POP-BBU_WISMA_BUMI_PUTERA/page3_0048.png,226,22lb.,1.0,226,0.0
POP-CILEUNYI/page3_0049.png,225V,225n.,0.5,225V,0.0
POP-WISMA-BUMI-PUTERA/page3_0050.png,33.9A,33. 3.,0.6,33.9A,0.0
POP-CILEUNYI/page3_0051.png,ok,ok,0.0,ok,0.0
POP-WISMA-BUMI-PUTERA/page3_0051.png,oK,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page3_0052.png,"12,5",plays,1.0,"12,5",0.0
POP-BBU_WISMA_BUMI_PUTERA/page3_0052.png,36A,36 A,0.3333333333333333,36 A,0.3333333333333333
POP-CILEUNYI/page3_0053.png,23A,23 A,0.3333333333333333,23A,0.0
POP-PADALARANG/page3_0054.png,28°C,"2,",0.75,28°C,0.0
POP-CILEUNYI/page3_0055.png,ok,ok,0.0,ok,0.0
POP-WISMA-BUMI-PUTERA/page3_0056.png,33.9A,33.34,0.4,53.9A,0.2
POP-PADALARANG/page3_0057.png,27°C,270c.,0.5,27°C,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page3_0058.png,"12,5",j 1 2/5,1.0,"13,5",0.25
POP-BBU_WISMA_BUMI_PUTERA/page3_0058.png,ok,ok,0.0,ok,0.0
POP-PADALARANG/page3_0058.png,ok,ok,0.0,ok,0.0
POP-BBU_WISMA_BUMI_PUTERA/page3_0059.png,36A,36 A.,0.6666666666666666,35A,0.3333333333333333
POP-CILEUNYI/page3_0059.png,23A,2.2a,0.6666666666666666,23A,0.0
POP-CILEUNYI/page3_0060.png,ok,ok,0.0,ok,0.0
POP-WISMA-BUMI-PUTERA/page3_0061.png,54.00V,"52, 400.",0.8333333333333334,54.00V,0.0
POP-BBU_WISMA_BUMI_PUTERA/page3_0062.png,"53,99",53' 89,0.6,"53,89",0.2
POP-PADALARANG/page3_0062.png,35°C,"35,30.",1.0,35°C,0.0
POP-BBU_WISMA_BUMI_PUTERA/page3_0064.png,ok,ot,0.5,ok,0.0
POP-CILEUNYI/page3_0065.png,"51,44V",511.42p.,0.8333333333333334,"51,44V",0.0
POP-CILEUNYI/page3_0067.png,OK,ok,0.0,OK,0.0
POP-CILEUNYI/page3_0069.png,standar,standier.,0.42857142857142855,standar,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page3_0071.png,5,ns,1.0,5,0.0
POP-BBU_WISMA_BUMI_PUTERA/page3_0071.png,OK,ok,0.0,ok,0.0
POP-BBU_WISMA_BUMI_PUTERA/page3_0072.png,Normal,informal,0.3333333333333333,Normal,0.0
POP-CILEUNYI/page3_0072.png,ok,ok,0.0,ok,0.0
POP-PADALARANG/page3_0072.png,ok,ork,0.5,ok,0.0
POP-CILEUNYI/page3_0074.png,berfungsi,therpungs.,0.4444444444444444,berfungsi,0.0
POP-PADALARANG/page3_0074.png,27°C,270c.,0.5,27°C,0.0
POP-CILEUNYI/page3_0077.png,OK,ok,0.0,OK,0.0
POP-PADALARANG/page3_0077.png,27°C,2/705,0.75,27°C,0.0
POP-BBU_WISMA_BUMI_PUTERA/page3_0078.png,Normal,normal,0.0,NormaL,0.0
POP-PADALARANG/page3_0078.png,ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page3_0079.png,12,pl2,1.0,1,0.5
POP-WISMA-BUMI-PUTERA/page3_0079.png,"RectiFier, berfungsi dengan Baik","fractifier :'berquings, dengan back",0.28125,Rectifier 1 berfungsi dengan Baik,0.0625
POP-BBU_WISMA_BUMI_PUTERA/page3_0080.png,OK,ok,0.0,ok,0.0
POP-PADALARANG/page3_0082.png,Standar,stand for,0.42857142857142855,Standar,0.0
POP-CILEUNYI/page3_0083.png,Ok,ok,0.0,ok,0.0
POP-CILEUNYI/page3_0084.png,berfungsi,barfungsi,0.1111111111111111,berfungsi,0.0
POP-PADALARANG/page3_0084.png,ok,erk,1.0,ok,0.0
POP-BBU_WISMA_BUMI_PUTERA/page3_0085.png,RectiFier 2 berfungsi dengan,Rechfler 2 her fungan dengan,0.25,Rectifier 2 berfungsi dengan,0.0
